Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
2588,PDPL,Parenteral Drugs (India) Limited,Not traded during the period
2589,PENTAGOLD,Penta Gold Limited,Not traded during the period
2590,PINCON,Pincon Spirit Limited,Not traded during the period
2591,PRATIBHA,Pratibha Industries Limited,Not traded during the period
2592,PUNJLLOYD,Punj Lloyd Limited,Not traded during the period
2593,RAINBOWPAP,Rainbow Papers Limited,Not traded during the period
2594,RELCAPITAL,Reliance Capital Limited,Not traded during the period
2595,RMCL,Radha Madhav Corporation Limited,Not traded during the period
2596,RMMIL,Resurgere Mines & Minerals Limited,Not traded during the period
2597,RNAVAL,Reliance Naval and Engineering Limited,Not traded during the period
2598,RUSHABEAR,Rushabh Precision Bearings Limited,Not traded during the period
2599,SATHAISPAT,Sathavahana Ispat Limited,Not traded during the period
2600,SHAIVAL,SHAIVAL REALITY LIMITED  ,Not traded during the period
2601,SHIRPUR-G,Shirpur Gold Refinery Limited,Not traded during the period
2602,SIIL,Supreme (India) Impex Limited,Not traded during the period
2603,SKSTEXTILE,SKS Textiles Limited,Not traded during the period
2604,SPENTEX,Spentex Industries Limited,Not traded during the period
2605,SPTL,Sintex Plastics Technology Limited,Not traded during the period
2606,SRIRAM,Shri Ram Switchgears Limited,Not traded during the period
2607,SSINFRA,S.S. Infrastructure Development Consultants Limited,Not traded during the period
2608,TALWALKARS,Talwalkars Better Value Fitness Limited,Not traded during the period
2609,TALWGYM,Talwalkars Healthclubs Limited,Not traded during the period
2610,TECHNOFAB,Technofab Engineering Limited,Not traded during the period
2611,TULSI,Tulsi Extrusions Limited,Not traded during the period
2612,UNIPLY,Uniply Industries Limited,Not traded during the period
2613,UNITY,Unity Infraprojects Limited,Not traded during the period
2614,VALECHAENG,Valecha Engineering Limited,Not traded during the period
2615,VALUEIND,Value Industries Limited,Not traded during the period
2616,VIDEOIND,Videocon Industries Limited,Not traded during the period
2617,VISUINTL,Visu International Limited,Not traded during the period
2618,VIVIMEDLAB,Vivimed Labs Limited,Not traded during the period
2619,ZICOM,Zicom Electronic Security Systems Limited,Not traded during the period
,,,
,,,
"Note: Kindly refer regulation 15 to 27 of SEBI (Listing Obligation and Disclosure Requirments) Regulations, 2015 for determining the applicability of other provisions of Corporate Governance.

* The list includes companies which are either suspended due to Capital Reduction/ALF/IBC/non-compliance etc.",,,
